Nom;Nombre
COMTE ;28
CHEVALIER ;76
ANDRIEUX ;90
VILLETTE ;76
VERDIER ;5
BERTHE ;36
FUCHS ;79
HONORE ;80
LAFOND ;60
ROUSSEAU ;84
GENIN ;90
MARQUET ;10
BLONDEL ;31
SAUNIER ;78
BOISSON ;77
GUILBAUD ;10
FAVRE ;43
FORT ;26
TEXIER ;99
ANDRE ;66
DESBOIS ;74
CHOLLET ;88
BASSET ;3
GUILLOT ;3
LE GOFF ;42
PELISSIER ;75
CARTIER ;98
SCHMITT ;8
MARTEAU ;96
GERARD ;32
GODARD ;30
THOMAS ;76
FAYE ;12
BACHELET ;84
SCHNEIDER ;44
CARON ;1
LESAGE ;8
BERTHET ;27
RENARD ;17
BRAUN ;85
BAILLET ;39
ANDRIEU ;45
GRIMAUD ;96
AMIOT ;33
LOUVET ;23
CHARTIER ;32
ROTH ;85
FERRIER ;30
LE GOFF ;66
THEBAULT ;28
LALLEMAND ;75
DEJEAN ;94
GILLES ;6
SALMON ;53
MARC ;47
DROUIN ;9
LAFFONT ;65
LEDUC ;71
MAS ;50
JOLY ;92
OGER ;60
MICHAUX ;17
BACHELET ;7
VILLETTE ;86
TOURNIER ;83
BLIN ;63
JACQUOT ;48
LE MEUR ;17
BOUYER ;93
ANDRIEUX ;83
LALLEMAND ;9
POISSON ;87
PINSON ;80
PERRIN ;38
CORMIER ;67
MARTEAU ;79
CAILLAUD ;80
BESSON ;99
MASSE ;12
MILLOT ;8
LEDOUX ;100
MAILLOT ;19
CHARRON ;55
DIJOUX ;33
BELLANGER ;53
LACOSTE ;59
ROY ;3
LOISEL ;50
ROUSSEL ;5
QUENTIN ;86
FAVRE ;84
PARIS ;14
WOLFF ;69
RAULT ;54
FISCHER ;29
GUILLOUX ;91
BRUN ;75
BARON ;66
HUARD ;56
VERNET ;50
DA COSTA ;10
MAGNIN ;71
LAPEYRE ;22
ROSSI ;98
GAILLARD ;64
DA COSTA ;34
GALLAND ;71
SAMSON ;18
MONNIER ;17
SORIN ;60
LE BRUN ;36
BOIVIN ;52
AVRIL ;8
BLAISE ;18
KOCH ;91
LAUNAY ;69
RENARD ;61
JARRY ;90
FOUCAULT ;71
BAILLY ;36
COUSIN ;24
OLIVIER ;65
GOURDON ;24
CHARPENTIER ;20
CARDON ;68
LERAY ;20
ALVES ;69
VIGOUROUX ;69
FAYE ;17
GUILLOT ;62
ROLAND ;82
VIAUD ;37
TERRIER ;73
FROMENT ;39
JOUBERT ;75
GUYOT ;72
LAURET ;10
LACAZE ;28
BRAUN ;81
CHRISTOPHE ;68
GARNIER ;55
GERARD ;55
PHILIPPON ;82
GILLES ;85
VILLENEUVE ;23
ROLAND ;55
BOULANGER ;82
BOULET ;20
LE BIHAN ;28
DARRAS ;72
JOUVE ;96
PETITJEAN ;2
BARRET ;49
PERRON ;5
LEGROS ;73
PARENT ;50
DELHAYE ;47
LEPAGE ;57
GUILLAUME ;5
BOURDIN ;34
LARCHER ;69
BERTHET ;94
DUMOULIN ;76
LACOSTE ;5
VIAL ;58
MONTAGNE ;71
LE BERRE ;87
TEYSSIER ;69
FRANCOIS ;26
COLLARD ;66
GOUJON ;10
AUBIN ;66
LAPIERRE ;44
GARCIA ;6
PORTIER ;42
TOUTAIN ;12
LANG ;61
LOUVET ;50
LEDUC ;24
DA COSTA ;22
DA COSTA ;96
POIROT ;43
JOUBERT ;4
REBOUL ;67
DELARUE ;73
FORT ;35
BESSON ;54
MORIN ;22
PASQUIER ;37
DIJOUX ;9
LESAGE ;27
POMMIER ;9
ROUSSELLE ;22
BOUTET ;28
REYNAUD ;16
BELLANGER ;18
MURAT ;56
GOSSET ;41
PAYEN ;75
TECHER ;26
BERTHE ;67
BERNARD ;20
MULLER ;38
REGNIER ;91
ROBIN ;59
ROGER ;56
VERDIER ;1
CARRIERE ;60
ROSE ;8
BLIN ;27
PEYRE ;85
THIBAULT ;45
VIGIER ;46
TISSIER ;82
MICHELET ;10
MIGNOT ;81
CAILLAUD ;21
SAVARY ;100
LOPEZ ;90
CLAIN ;28
DA COSTA ;100
LEMARCHAND ;93
JOUBERT ;16
COCHET ;27
SIMON ;35
VASSEUR ;39
LEMONNIER ;91
GOBERT ;24
DUBOURG ;40
POTTIER ;40
BRAULT ;36
LAFFONT ;0
PICHARD ;0
HUE ;74
PARENT ;11
GRANIER ;43
FAVIER ;80
COUDERC ;37
PINEL ;78
LE BIHAN ;51
MICHAUX ;5
LEGAY ;37
TOURNIER ;33
BOUCHE ;74
REY ;67
WOLFF ;17
LEBAS ;85
SIMONNET ;88
MALLET ;69
AVRIL ;76
QUENTIN ;29
PROUST ;55
BELLANGER ;90
BOUTIN ;20
JACQUIN ;67
LE FLOCH ;71
MATHIS ;17
GRAS ;86
QUERE ;36
MARCHAL ;29
CHRISTOPHE ;93
BOUDET ;46
REBOUL ;10
VIGOUROUX ;1
PICOT ;81
MOREL ;12
MIQUEL ;8
CHOQUET ;91
GIRAULT ;9
PROUST ;79
ACHARD ;32
MATHIEU ;77
PARISOT ;44
GRAND ;63
CARDON ;28
BOUCHE ;53
LAPEYRE ;75
MIGNOT ;79
BAYLE ;41
BAILLET ;54
SCHMIDT ;74
LALANDE ;21
GODARD ;40
TARDY ;78
BELLET ;86
GENTY ;100
MILLE ;0
BARTHELEMY ;20
BARON ;3
FORTIN ;1
CHIRON ;61
BOUYER ;47
VERDIER ;20
FAUVEL ;67
REDON ;26
DIDIER ;69
DUMONT ;33
GAUCHER ;29
GIRAUD ;28
BERTHELOT ;96
CHARRIER ;73
MONIER ;43
CLAUDE ;100
ROUAULT ;43
TOURNIER ;46
REYNAUD ;78
GILLOT ;42
LEMOINE ;73
BROUSSE ;11
VERGER ;8
DUMONT ;37
RIGAUD ;15
MASSE ;17
LEMERCIER ;96
LE FLOCH ;71
KLEIN ;54
GIMENEZ ;52
GAUDIN ;33
VERON ;23
PETIT ;45
SALLES ;43
DELANNOY ;14
ROGER ;79
FOULON ;20
RENAUDIN ;21
ABADIE ;55
LEONARD ;98
LOUIS ;91
BACH ;76
GODARD ;41
BOURGUIGNON ;69
BARBIER ;83
LE ROY ;36
HAMEL ;65
BOIS ;6
LATOUR ;14
ROQUES ;18
VAILLANT ;97
RENAUDIN ;67
ROUGIER ;99
LEVEQUE ;12
DUHAMEL ;1
DIOT ;40
COLAS ;80
BODIN ;22
LAURENT ;25
MERLET ;17
CHARLOT ;14
FONTAINE ;13
JARDIN ;100
MARIN ;64
GILBERT ;68
BLONDEAU ;47
MAURICE ;14
ROUXEL ;90
CARIOU ;6
PROUST ;98
VIGOUROUX ;33
TOUTAIN ;24
REGNIER ;55
BROSSARD ;55
LACAZE ;90
LE GOFF ;94
FORTIN ;71
CARRE ;95
FERRIER ;53
LUCAS ;43
VARLET ;68
MARTEAU ;90
GEORGE ;90
JANIN ;74
PETIT ;62
JOUBERT ;86
THIERRY ;87
CAPELLE ;92
JOSSE ;58
GILLES ;66
HOARAU ;16
LAMOTTE ;94
JEAN ;23
CARDON ;52
VOISIN ;48
MALLET ;19
PERNOT ;77
PEYRE ;91
CHARTIER ;63
GODET ;71
FERRAND ;22
BONHOMME ;18
PICHON ;61
DUMONT ;80
OLIVIER ;36
SAVARY ;51
GUYOT ;20
LETELLIER ;89
PEREZ ;13
LAFFONT ;96
GUILLARD ;80
NEVEU ;50
DUPRE ;8
AUBERT ;54
DURET ;26
DUBREUIL ;21
LEBRUN ;9
BACHELET ;39
GARNIER ;53
VIALA ;57
ALVES ;25
ROTH ;58
SALAUN ;81
CLAIN ;31
JAOUEN ;37
ALLAIN ;51
JEGOU ;100
STEPHAN ;93
CADET ;46
LACOUR ;99
TECHER ;66
NORMAND ;90
BAYLE ;16
MORET ;2
MILLOT ;10
MARTIN ;88
BAUDOIN ;54
BLONDEL ;36
THIBAULT ;12
BENARD ;0
GEORGES ;15
FERREIRA ;70
GRANGER ;15
SABATIER ;55
PAILLARD ;8
DEVILLERS ;74
SALLE ;18
FERRY ;33
LEFRANC ;81
FERRIER ;54
SAMSON ;40
EVRARD ;73
DUHAMEL ;68
BOUYER ;43
BOURGEOIS ;40
BERTHET ;50
MENAGER ;87
COTTIN ;33
SALLES ;68
LAVAL ;10
MIGNOT ;9
BENARD ;85
GALLOIS ;39
HEBERT ;99
GUILLARD ;8
RIO ;79
ACHARD ;21
CHAMPION ;17
GUIGNARD ;87
BONHOMME ;12
GUYOT ;100
MOUTON ;44
CHOLLET ;33
REY ;49
FORTIN ;31
POLLET ;100
LEFEBVRE ;68
SERRES ;48
GUILBERT ;78
TOURNIER ;46
MORENO ;2
LACROIX ;13
MASSON ;86
BRUNO ;60
GICQUEL ;33
LAFONT ;53
CHARLES ;3
HERNANDEZ ;22
BRISSET ;30
PRUVOST ;12
BAZIN ;22
BRETON ;82
ALIX ;33
TELLIER ;12
RENAULT ;77
LACOSTE ;64
FERNANDES ;34
JARRY ;26
RIBEIRO ;9
FERNANDES ;67
WAGNER ;77
JARDIN ;48
LEFORT ;16
LANDRY ;70
DUBOST ;19
MASSON ;28
FREY ;58
BELLEC ;97
BRAULT ;96
MUNIER ;3
POTTIER ;75
RENOU ;73
MARAIS ;81
SAUNIER ;87
ALLAIN ;57
BAPTISTE ;12
VILLENEUVE ;51
PERON ;72
TORRES ;58
LAGRANGE ;23
MACE ;49
LEBEAU ;88
LE GUEN ;69
BOUILLON ;96
JACQUET ;79
BESNARD ;11
HEBERT ;98
BAILLY ;21
GERVAIS ;85
CORDIER ;40
TESSIER ;66
RAYNAUD ;21
BONHOMME ;74
BACHELET ;81
LE BRUN ;91
MONIER ;17
SALLES ;45
JOURDAIN ;71
SERRE ;69
DEVOS ;18
PIERRE ;33
BOUILLON ;98
VARLET ;28
ABADIE ;54
LASSALLE ;40
LE BERRE ;70
GARCIN ;61
ALBERT ;83
MEUNIER ;83
SOULIE ;19
LEGAY ;76
LAPLACE ;36
BRUNEL ;68
ROCHER ;22
COMTE ;60
MARIE ;75
DOS SANTOS ;56
RIO ;61
DUMOULIN ;65
GENIN ;56
COMBES ;91
MAITRE ;56
VALLEE ;14
CHARBONNIER ;77
BOUVIER ;64
RAMBAUD ;11
PARENT ;33
SIMONNET ;87
RIVIERE ;69
TELLIER ;86
BASTIDE ;29
FOURNIER ;1
RICHARD ;20
VIDAL ;7
MARTINEZ ;73
DURAND ;22
GOUJON ;29
MULLER ;46
MOULIN ;42
MOULIN ;72
BECK ;74
DIJOUX ;48
GOMEZ ;71
LEFEVRE ;73
SANCHEZ ;55
CHARPENTIER ;94
LEDUC ;44
JOLLY ;28
HOFFMANN ;10
SORIN ;44
HOAREAU ;38
MURAT ;2
PETITJEAN ;21
FERRARI ;83
GUYON ;4
CHARRON ;7
MORVAN ;86
LE BRAS ;39
ARNOULD ;22
GENET ;59
JOURDAIN ;7
GILLES ;58
LEGENDRE ;14
BRUNET ;82
ANDRIEU ;37
GOURDON ;78
VERON ;28
ROSSIGNOL ;64
TERRIER ;11
TISSIER ;41
KELLER ;66
CHOLLET ;49
DURIEZ ;78
BILLON ;43
BLONDEL ;79
GERMAIN ;86
LE BRAS ;60
BAZIN ;18
LAMARQUE ;96
MOREL ;23
LAVAUD ;34
PRUNIER ;95
JARRY ;79
JAN ;5
RENAUDIN ;36
SIMONET ;7
BERGER ;51
BILLET ;87
LAROCHE ;50
LAURET ;7
FORTIN ;41
FAYE ;12
BERTHIER ;14
THOMAS ;78
GOSSELIN ;23
ROYER ;19
LEFEBVRE ;93
BARBIER ;1
GONCALVES ;26
THERY ;21
TROUVE ;31
BELLET ;100
PRUDHOMME ;83
FOULON ;26
ROUSSEAU ;72
GOMEZ ;31
FABRE ;14
THIEBAUT ;69
SCHMIDT ;63
JACQUOT ;40
COULON ;54
TANGUY ;10
LAUNAY ;100
JOSSE ;84
CHARDON ;89
LESUEUR ;41
THERY ;68
TISON ;52
BERTON ;69
PERRON ;35
POISSON ;1
WALTER ;52
MACE ;73
GILBERT ;52
GAILLARD ;55
CHERON ;14
LAFONT ;97
JOLLY ;37
RAGOT ;97
LAROCHE ;39
LOPES ;59
BENOIST ;46
MOULIN ;83
BRIAND ;28
LAFONT ;25
VARLET ;20
DUBOIS ;69
LOPEZ ;9
GODEFROY ;88
VILLENEUVE ;52
GRANIER ;9
GUILLET ;80
COSTES ;33
BROSSARD ;79
LEBEAU ;81
MEYER ;73
LASSERRE ;99
MOULIN ;11
LAVAL ;50
DELAMARE ;71
BABIN ;9
JARDIN ;40
PINTO ;34
CHEVALIER ;31
PARENT ;38
GUYON ;97
REMY ;82
VARLET ;52
VIVIER ;55
BOUYER ;64
DAVID ;79
BOURDIN ;6
TAVERNIER ;72
CASANOVA ;98
CHOLLET ;1
MARCHAND ;68
VIARD ;0
CROUZET ;68
RENOU ;78
CHOQUET ;60
GIRAULT ;77
CHABOT ;39
LECONTE ;49
LE BRIS ;63
PEREIRA ;57
BELLEC ;57
BUREL ;94
FAURE ;41
GUY ;82
DELARUE ;27
GONTHIER ;38
JACOB ;3
COMBE ;56
FISCHER ;95
MALLET ;4
CHOQUET ;99
ROCHER ;1
GUILLOU ;21
MIQUEL ;5
AUGE ;40
BELLEC ;82
LALANNE ;32
KELLER ;36
ALLAIN ;81
GUILLEMIN ;73
FRITSCH ;85
LAFFONT ;46
RUIZ ;43
SABATIER ;35
PAPIN ;33
FRITSCH ;78
LABBE ;48
REYNAUD ;22
VIDAL ;70
SIMON ;16
DROUIN ;25
PUJOL ;77
TOUSSAINT ;12
RODIER ;28
SICARD ;98
ROSSIGNOL ;15
BLANCHARD ;53
VALENTIN ;58
HENRY ;65
DIAZ ;51
RAYMOND ;59
LEGRAND ;38
GUYOT ;4
PASQUIER ;21
SCHMIDT ;52
RAGOT ;56
BASSET ;19
CHAPUIS ;5
MARCHAND ;22
VIDAL ;64
PICARD ;69
ROLLAND ;71
BONNAUD ;28
COLLET ;14
PERNOT ;11
CROUZET ;6
FERNANDEZ ;91
JOLIVET ;41
PINSON ;59
MARTY ;67
SIMONNET ;55
MEUNIER ;35
DESHAYES ;27
LAMOTTE ;37
COLLIGNON ;92
DUFOUR ;88
THIBAULT ;35
DELORME ;49
BRUNEAU ;76
DURAND ;64
BOUCHER ;4
BLOT ;67
LAMOUR ;53
THERY ;21
BOUVIER ;36
JAOUEN ;73
FELIX ;46
CHIRON ;14
DESCAMPS ;62
JACQUEMIN ;17
LAPEYRE ;92
CHARLET ;62
CHAUVET ;53
VIAUD ;96
LE ROY ;90
FAVRE ;42
DUCHEMIN ;55
RAIMBAULT ;94
BEAUVAIS ;76
BONTEMPS ;74
DUCLOS ;37
BLONDEAU ;42
LECOMTE ;59
GUEGUEN ;96
CHARLET ;37
TOUSSAINT ;19
DUMOULIN ;100
GERVAIS ;27
GAILLARD ;90
PREVOT ;78
FAVIER ;64
GRANDJEAN ;89
BEAUVAIS ;22
HENRY ;62
GONCALVES ;80
LACROIX ;95
LOMBARD ;2
DELAPORTE ;27
MARQUES ;7
LAPORTE ;12
SCHMITT ;39
CLAUDEL ;52
HENRY ;19
BROCHARD ;56
BLANCHET ;54
COHEN ;24
DUPONT ;93
JULLIEN ;62
PICHON ;75
MONIER ;8
BELLEC ;46
BOUTIN ;12
HUSSON ;14
TURPIN ;60
JAMET ;53
LE GALL ;77
PERROT ;70
BELLET ;50
CARRE ;64
BRAUN ;82
BORDES ;29
ROUGIER ;6
MOREL ;83
HERVE ;67
ROY ;42
BOIS ;88
HEBERT ;95
LE CORRE ;83
CARPENTIER ;96
GARNIER ;77
REMY ;91
HUMBERT ;92
SERGENT ;46
RICHARD ;28
SORIN ;20
MAURIN ;24
REDON ;84
LANDRY ;83
MAIRE ;14
DESCAMPS ;56
LECLERCQ ;44
LAVERGNE ;18
SAUVAGE ;36
ROLLET ;82
BARRET ;100
LEGER ;80
DUPRAT ;63
BARDIN ;65
LEBEAU ;70
SOULIE ;22
GUILLOUX ;92
CARRE ;55
PRUDHOMME ;51
LECOMTE ;62
GEORGE ;17
LEDOUX ;29
HUGUET ;1
RIO ;78
GUICHARD ;31
MATHIS ;82
LEFEVRE ;18
SANCHEZ ;48
LUCAS ;93
LEMERCIER ;60
MICHON ;8
TISON ;58
MENAGER ;5
MAURICE ;42
BESNIER ;56
RENAULT ;80
GIRARD ;84
CHEMIN ;80
BONHOMME ;42
DEMAY ;35
BOURDIN ;81
ARNOULD ;9
MURAT ;6
LEVY ;1
CHARLET ;25
TORRES ;84
THOMAS ;69
COLLET ;8
MERCIER ;54
JACQUES ;65
BOUVET ;85
MARCHAL ;13
BRUNEAU ;55
GILBERT ;86
MIQUEL ;46
LANDRY ;31
GIMENEZ ;50
BESNARD ;49
BONIN ;77
MANGIN ;71
ANDRE ;7
GEFFROY ;99
SORIN ;12
SOULIE ;61
JULIEN ;64
GARCIN ;40
BERAUD;98
AMIOT ;58
BERGER ;57
VIVIER ;74
LAMY ;47
LEONARD ;80
BON ;76
LE BRIS ;57
LAFON ;65
SCHAEFFER ;76
BOIS ;20
BACH ;57
BOUCHE ;64
PINSON ;24
ROQUES ;97
GIRAUD ;25
BOURGEOIS ;15
CHAPELLE ;4
HUE ;4
POUGET ;32
CHABERT ;75
BLANCHARD ;15
BESSON ;23
JEAN ;48
GUILLEMOT ;98
LECLERC ;22
VIGOUROUX ;38
LEDOUX ;55
LE BERRE ;49
BOSSARD ;34
RAFFIN ;75
PAGES ;43
VILLENEUVE ;24
MARTEAU ;87
ESNAULT ;100
AVRIL ;28
GUYON ;96
CHEVALIER ;19
ROUSSEL ;41
BISSON ;18
BAILLEUL ;100
VIALA ;86
DESHAYES ;14
WOLFF ;79
PELLERIN ;27
DUPRAT ;56
QUENTIN ;24
DUCHENE ;64
CAILLET ;28
BISSON ;65
VILLAIN ;30
GREGOIRE ;57
GRANDJEAN ;96
NAVARRO ;69
WEBER ;28
VERON ;34
GUYOT ;48
DUMAS ;65
PAGES ;35
BROCHARD ;74
COLLIN ;83
LAVERGNE ;83
PICHON ;32
SICARD ;72
SIMON ;54
BARDIN ;53
DORE ;25
BRAULT ;45
SAMSON ;89
MARC ;5
DUMONT ;30
CARDON ;31
JEANNIN ;19
BUREL ;48
HILAIRE ;98
CORNU ;75
MARCEL ;64
FLEURY ;52
VIDAL ;28
PERRON ;71
DESCHAMPS ;56
JOURDAN ;71
OLLIER ;33
ROLLIN ;69
OUVRARD ;80
POIROT ;30
JAN ;65
RIGAUD ;96
BONHOMME ;7
COLAS ;66
PREVOST ;62
CARTIER ;52
BARBIER ;93
BONNOT ;83
GRAND ;56
FERREIRA ;12
STEPHAN ;73
JACQUET ;87
JAMES ;44
PERRON ;73
VARLET ;15
BEAUMONT ;25
SAULNIER ;99
LEMAIRE ;30
VIVIER ;60
LAVAUD ;47
BEAUVAIS ;76
ANDRE ;71
VIGOUROUX ;9
VIARD ;9
DROUET ;20
PINSON ;12
ROUSSEL ;23
GOMES ;79
FERRIER ;26
GRANGER ;41
VIALA ;60
LALANDE ;6
SELLIER ;10
HONORE ;5
NOEL ;76
CUNY ;62
PREVOT ;40
MARECHAL ;76
MENARD ;93
RAIMBAULT ;2
RAIMBAULT ;66
FERRE ;3
JACQUET ;27
BARTHE ;46
DELARUE ;8
RIOU ;24
BAZIN ;42
HARDY ;94
VILLENEUVE ;94
BARRAUD ;52
DUVAL ;9
JANVIER ;29
BECKER ;9
GUICHARD ;32
CARPENTIER ;58
KIEFFER ;7
BOCQUET ;40
CARIOU ;22
FABRE ;21
BENARD ;45
CROUZET ;79
RODRIGUES ;84
DROUIN ;57
SCHMITT ;24
FISCHER ;2
PINEL ;30
SAVARY ;6
PICARD ;20
GUILLOU ;20
CHEVALIER ;62
DUPRAT ;31
TAVERNIER ;7
FELIX ;86
MIQUEL ;22
HUSSON ;34
VALENTIN ;3
DAUPHIN ;79
DUMOULIN ;17
LECERF ;5
AUBRY ;31
RAIMBAULT ;14
BLANC ;73
FERNANDES ;47
OGER ;24
LANG ;11
THOMAS ;22
TISON ;42
CHATEAU ;3
DIOT ;11
POMMIER ;87
GRAND ;61
PELISSIER ;64
DELCOURT ;35
SAULNIER ;93
LEHMANN ;66
LOISEL ;0
LE MEUR ;6
MARTINEZ ;64
MAURICE ;37
BOSSARD ;81
MILLET ;96
COLLARD ;47
RIBEIRO ;93
MARCHAND ;10
POIROT ;91
COMTE ;22
CARON ;62
VAILLANT ;37
AUFFRET ;48
PERRET ;34
PHILIPPE ;80
BILLET ;96
DOS SANTOS ;29
ALIX ;68
GOSSELIN ;92
MARTINET ;95
MULLER ;82
MICHAUX ;80
LEVEQUE ;75
BLONDEL ;2
ESNAULT ;97
MENARD ;25
CHAMPION ;90
LEBLOND ;85
BOURGUIGNON ;49
GUYON ;85
LENOIR ;15
CARRE ;9
NEDELEC ;95
LE BRETON ;17
DURIEZ ;8
LEMAITRE ;28
FOREST ;5
CHAUVEAU ;42
RAULT ;90
AVRIL ;73
DUPONT ;91
ABADIE ;97
LE BRIS ;3
VALLET ;26
VAILLANT ;67
LE GUEN ;12
PARENT ;20
SALLE ;86
PHILIPPON ;84
GUILBERT ;84
CHARDON ;34
CARPENTIER ;41
PAUL ;66
BESNIER ;85
LEFEVRE ;15
GUILLEMOT ;93
GUILLOU ;18
PASQUET ;15
LOISEL ;51
CLAVERIE ;16
RAFFIN ;68
TURPIN ;90
DUMAS ;20
ROUXEL ;24
LASSERRE ;33
GENTY ;68
MERLIN ;49
TECHER ;48
POIRIER ;2
VACHER ;82
BECK ;13
LALLEMAND ;27
CHARBONNIER ;55
BARDET ;97
REDON ;92
GARREAU ;93
THIBAULT ;92
ALLARD ;76
BELLET ;57
PIERRE ;15
LUCAS ;95
PICHON ;95
BESSON ;3
DELARUE ;14
CORNET ;69
LACOUR ;33
MARTINEAU ;24
BENARD ;93
ROBERT ;97
DUPONT ;11
CAPRON ;99
ROTH ;85
MARQUES ;24
ARNOULD ;29
HUET ;26
JOLLY ;29
VALENTIN ;96
CARPENTIER ;5
BRUNEAU ;94
DEVILLERS ;75
SERRES ;31
VERRIER ;47
JAN ;31
BODIN ;59
PREVOST ;82
VERNET ;50
FERRY ;29
BAILLY ;86
MARCEL ;80
GAUDIN ;88
LEON ;9
CAPELLE ;24
LE GAL ;31
GUILLOT ;40
DUMAS ;94
BECKER ;38
BLONDEL ;53
BONHOMME ;28
HILAIRE ;79
LHOMME ;12
LEFRANC ;36
GICQUEL ;67
BIDAULT ;44
FERRAND ;66
RAYNAUD ;67
MOUNIER ;100
PHILIPPON ;72
JAMET ;22
PINTO ;65
LEPRETRE ;79
GAILLARD ;47
BIDAULT ;94
BOUTIN ;99
ROCHE ;68
DUBOURG ;65
FERRY ;32
MARAIS ;79
LARCHER ;40
BELIN ;58
PORTIER ;45
CHOLLET ;18
PETITJEAN ;66
AVRIL ;60
CHIRON ;66
BENOIST ;58
MEUNIER ;83
MAUGER ;43
PUECH ;81
BLOT ;58
BEAUVAIS ;82
THERY ;28
VALLEE ;23
VOISIN ;93
GONZALEZ ;10
BAILLEUL ;100
BOSC ;99
ADAM ;54
LEPRETRE ;59
NORMAND ;39
LARUE ;32
JAMET ;1
RAIMBAULT ;85
POTIER ;90
GEORGES ;71
BRUNEL ;80
BOUR ;34
DUMONT ;42
BOUILLON ;32
BEAUVAIS ;71
PARENT ;18
BOUSQUET ;57
PARENT ;14
BONNIN ;58
LEMAIRE ;30
ACHARD ;61
GAUTIER ;59
LAVERGNE ;6
CHOLLET ;63
GOBERT ;83
MARIN ;82
COLLARD ;71
BARRAUD ;98
DUPRE ;92
PRUDHOMME ;36
SIMONIN ;84
LACAZE ;97
MARTINEAU ;19
FOURNIER ;8
JOUAN ;20
BARBIER ;96
VIGOUROUX ;43
BLOT ;40
MARIN ;45
GUICHARD ;1
BROSSARD ;78
COUTANT ;79
BOULANGER ;90
DUHAMEL ;8
FERNANDES ;17
GAULTIER ;39
MOULIN ;26
GARCIN ;81
MARTEAU ;77
THOMAS ;76
PHILIPPE ;100
JOURDAN ;78
BOUSQUET ;75
FORTIN ;79
COSTE ;18
LOMBARD ;20
HARDY ;22
REMOND ;46
LAFONT ;34
RAMBAUD ;21
BERTON ;87
BODIN ;0
GRANDJEAN ;16
BELLET ;32
BESSON ;11
DUBUS ;30
COLLARD ;91
PIERRON ;74
AUGE ;42
PERON ;54
PELISSIER ;60
BAYLE ;85
GUY ;35
FOUCHER ;3
ASTIER ;33
GUERIN ;9
FOUCAULT ;98
GUILLET ;71
BOUVIER ;95
DELARUE ;25
LE MEUR ;27
BOURDON ;24
LEBEAU ;40
LAPIERRE ;65
RODIER ;34
DENIS ;43
BOSSARD ;48
MAYER ;58
GAY ;17
BAUDIN ;25
GREGOIRE ;56
BRAULT ;16
LECLERC ;93
DELCROIX ;18
PRIEUR ;76
LEGENDRE ;100
MAS ;31
ANDRE ;85
MULLER ;76
VERGNE ;49
DIJOUX ;74
BASTIEN ;99
GALLAND ;54
BACH ;30
PUECH ;71
ROSSIGNOL ;5
CARON ;9
FELIX ;40
FUCHS ;50
LEBLOND ;29
NICOLLE ;51
RONDEAU ;22
JOLLY ;72
LEFEVRE ;68
GUEGUEN ;93
SENECHAL ;50
DESCHAMPS ;1
REGNIER ;80
GONTHIER ;82
BRUNO ;20
MORENO ;0
VERRIER ;45
DAUPHIN ;67
LEMAITRE ;62
NEDELEC ;7
RENAUDIN ;38
GODEFROY ;98
LACOUR ;13
PELISSIER ;36
MAGNIER ;93
PARMENTIER ;13
ROBIN ;50
LEFRANCOIS ;66
LAMARQUE ;21
PIOT ;22
PAUL ;92
LE GUEN ;33
LECLERCQ ;41
ROLLET ;72
RENAULT ;2
FELIX ;2
WEISS ;98
BENOIT ;99
GUILLET ;85
MORICE ;65
GROSJEAN ;12
LAINE ;76
MOULIN ;60
LAURET ;6
CARRE ;40
ROCHE ;5
DELORME ;83
POULAIN ;79
RAULT ;20
DUCLOS ;89
BILLARD ;20
COSTES ;77
MARCHAND ;76
SERRE ;56
KELLER ;79
BAUDET ;48
CARTON ;45
VIGNERON ;90
PIOT ;80
JULLIEN ;81
BARRIERE ;50
JACQUEMIN ;99
MICHAUD ;68
VASSEUR ;66
ARNOULD ;13
JULIEN ;39
BLANCHET ;67
BOUDET ;2
LEVASSEUR ;35
PINTO ;77
MAIRE ;64
CARTON ;83
LAMOUR ;70
GUYON ;78
PRUDHOMME ;92
LEFEUVRE ;82
BRIAND ;11
CHARLET ;3
HUGUET ;34
JOLY ;42
GIMENEZ ;64
VILLAIN ;32
PUJOL ;90
HERNANDEZ ;76
GUILLEMOT ;84
CLERC ;15
CLAIN ;69
THEVENET ;55
BRAULT ;29
TESSIER ;11
HOFFMANN ;58
TISSIER ;95
CROUZET ;14
DELARUE ;24
PRUNIER ;76
DOS SANTOS ;6
GAUTIER ;47
NOEL ;40
ROUX ;90
LACOMBE ;55
LEBRUN ;5
BELLET ;67
JEANNE ;22
MICHAUD ;67
BIDAULT ;30
CONSTANT ;59
DURET ;36
VERGNE ;28
BESNIER ;67
GUITTON ;87
LECONTE ;54
BILLARD ;46
JAOUEN ;94
BAILLET ;41
JACQUET ;29
MARTEL ;81
THUILLIER ;11
LAFON ;24
DUJARDIN ;60
BESSON ;44
SCHNEIDER ;50
GRANIER ;20
METAYER ;7
HERNANDEZ ;58
BACHELET ;76
GASNIER ;62
CARPENTIER ;9
GODARD ;88
PAIN ;2
PICHARD ;29
DELAGE ;17
PAILLARD ;33
CAILLAUD ;41
GERARD ;2
BOUYER ;85
RENARD ;53
JARDIN ;34
GUILLOUX ;86
JANIN ;68
MURAT ;12
POTTIER ;8
CARPENTIER ;87
BOREL ;30
MEUNIER ;93
PARMENTIER ;41
BILLARD ;52
GOUPIL ;31
GONCALVES ;28
LEFEBVRE ;55
LELIEVRE ;20
DURIEZ ;40
